n_gen|n_ind|mutate_rate,it,gen,best
20|20|0.1,8,3,299.0
20|20|0.1,8,4,299.0
20|20|0.1,8,5,299.0
20|20|0.1,8,6,299.0
20|20|0.1,8,7,299.0
20|20|0.1,8,8,299.0
20|20|0.1,8,9,299.0
20|20|0.1,8,10,299.0
20|20|0.1,8,11,299.0
20|20|0.1,8,12,299.0
20|20|0.1,8,13,299.0
20|20|0.1,8,14,299.0
20|20|0.1,8,15,299.0
20|20|0.1,8,16,299.0
20|20|0.1,8,17,299.0
20|20|0.1,8,18,299.0
20|20|0.1,8,19,299.0
20|20|0.1,9,0,291.0
20|20|0.1,9,1,291.0
20|20|0.1,9,2,291.0
20|20|0.1,9,3,291.0
20|20|0.1,9,4,291.0
20|20|0.1,9,5,291.0
20|20|0.1,9,6,291.0
20|20|0.1,9,7,291.0
20|20|0.1,9,8,291.0
20|20|0.1,9,9,291.0
20|20|0.1,9,10,291.0
20|20|0.1,9,11,291.0
20|20|0.1,9,12,291.0
20|20|0.1,9,13,291.0
20|20|0.1,9,14,291.0
20|20|0.1,9,15,291.0
20|20|0.1,9,16,291.0
20|20|0.1,9,17,291.0
20|20|0.1,9,18,291.0
20|20|0.1,9,19,291.0
50|20|0.01,0,0,299.0
50|20|0.01,0,1,299.0
50|20|0.01,0,2,299.0
50|20|0.01,0,3,299.0
50|20|0.01,0,4,299.0
50|20|0.01,0,5,299.0
50|20|0.01,0,6,299.0
50|20|0.01,0,7,299.0
50|20|0.01,0,8,299.0
50|20|0.01,0,9,299.0
50|20|0.01,0,10,291.0
50|20|0.01,0,11,291.0
50|20|0.01,0,12,291.0
50|20|0.01,0,13,291.0
50|20|0.01,0,14,291.0
50|20|0.01,0,15,291.0
50|20|0.01,0,16,291.0
50|20|0.01,0,17,291.0
50|20|0.01,0,18,291.0
50|20|0.01,0,19,291.0
50|20|0.01,0,20,291.0
50|20|0.01,0,21,291.0
50|20|0.01,0,22,291.0
50|20|0.01,0,23,291.0
50|20|0.01,0,24,291.0
50|20|0.01,0,25,291.0
50|20|0.01,0,26,291.0
50|20|0.01,0,27,291.0
50|20|0.01,0,28,291.0
50|20|0.01,0,29,291.0
50|20|0.01,0,30,291.0
50|20|0.01,0,31,291.0
50|20|0.01,0,32,291.0
50|20|0.01,0,33,291.0
50|20|0.01,0,34,291.0
50|20|0.01,0,35,291.0
50|20|0.01,0,36,291.0
50|20|0.01,0,37,291.0
50|20|0.01,0,38,291.0
50|20|0.01,0,39,291.0
50|20|0.01,0,40,291.0
50|20|0.01,0,41,291.0
50|20|0.01,0,42,291.0
50|20|0.01,0,43,291.0
50|20|0.01,0,44,291.0
50|20|0.01,0,45,291.0
50|20|0.01,0,46,291.0
50|20|0.01,0,47,291.0
50|20|0.01,0,48,291.0
50|20|0.01,0,49,291.0
50|20|0.01,1,0,291.0
50|20|0.01,1,1,291.0
50|20|0.01,1,2,291.0
50|20|0.01,1,3,291.0
50|20|0.01,1,4,291.0
50|20|0.01,1,5,291.0
50|20|0.01,1,6,291.0
50|20|0.01,1,7,291.0
50|20|0.01,1,8,291.0
50|20|0.01,1,9,291.0
50|20|0.01,1,10,291.0
50|20|0.01,1,11,291.0
50|20|0.01,1,12,291.0
50|20|0.01,1,13,291.0
50|20|0.01,1,14,291.0
50|20|0.01,1,15,291.0
50|20|0.01,1,16,291.0
50|20|0.01,1,17,291.0
50|20|0.01,1,18,291.0
50|20|0.01,1,19,291.0
50|20|0.01,1,20,291.0
50|20|0.01,1,21,291.0
50|20|0.01,1,22,291.0
50|20|0.01,1,23,291.0
50|20|0.01,1,24,291.0
50|20|0.01,1,25,291.0
50|20|0.01,1,26,291.0
50|20|0.01,1,27,291.0
50|20|0.01,1,28,291.0
50|20|0.01,1,29,291.0
50|20|0.01,1,30,291.0
50|20|0.01,1,31,291.0
50|20|0.01,1,32,291.0
50|20|0.01,1,33,291.0
50|20|0.01,1,34,291.0
50|20|0.01,1,35,291.0
